CustomerID,CustomerName,OrderPriority,Discount,UnitPrice,ShippingCost,ShipMode,CustomerSegment,ProductCategory,ProductSubCategory,ProductContainer,ProductName,ProductBaseMargin,Country,Region,StateorProvince,City,PostalCode,OrderDate,ShipDate,Profit,Quantityorderednew,Sales,OrderID
568,Peter McConnell,Medium,0.08,67.28,19.99,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Catalog Binders with Expanding Posts,0.4,United States,South,Mississippi,Columbus,39701,01/04/2015,03/04/2015,224.8506,16,1066.54,88882
3306,Claire Warren,Medium,0.06,11.33,6.12,Regular Air,Small Business,Office Supplies,Appliances,Medium Box,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",0.42,United States,East,Connecticut,New London,6320,01/04/2015,03/04/2015,-15.92,1,17.62,90461
2859,Brad H Blake,Not Specified,0.03,142.86,19.99,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,Letter Size Cart,0.56,United States,South,Florida,Gainesville,32601,01/04/2015,03/04/2015,-8.3881,23,3292.02,88281
197,Samantha Weaver,Critical,0,161.55,19.99,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,0.66,United States,Central,Kansas,Overland Park,66212,02/04/2015,04/04/2015,1167.158,19,3108.98,88921
198,Leroy Blanchard,Critical,0,161.55,19.99,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,0.66,United States,Central,Michigan,Detroit,48138,02/04/2015,04/04/2015,1014.92,77,12599.55,51072
2667,Pat Baker,High,0.04,90.24,0.99,Regular Air,Home Office,Office Supplies,Appliances,Small Box,Kensington 6 Outlet MasterPiece® HOMEOFFICE Power Control Center,0.56,United States,East,Ohio,Lakewood,44107,02/04/2015,04/04/2015,246.2748,4,356.92,87831
2667,Pat Baker,High,0.09,47.9,5.86,Express Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1938,0.37,United States,East,Ohio,Lakewood,44107,02/04/2015,04/04/2015,93.9504,3,136.16,87831
228,Colleen Andrews,Medium,0.03,60.89,32.41,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Push Button Manager's Chair, Indigo",0.56,United States,South,North Carolina,Mint Hill,28227,02/04/2015,03/04/2015,36.354,7,450.49,88527
2957,Francis I Davis,Medium,0.1,37.94,5.08,Express Air,Corporate,Office Supplies,Paper,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",0.38,United States,Central,Wisconsin,Milwaukee,53209,02/04/2015,04/04/2015,95.0544,4,137.76,90264
1112,Luis Kerr,Not Specified,0.03,300.98,54.92,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",0.55,United States,West,California,Yucaipa,92399,02/04/2015,04/04/2015,1272.5808,12,3527.82,90832
1112,Luis Kerr,Not Specified,0.02,2550.14,29.7,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Epson DFX-8500 Dot Matrix Printer,0.57,United States,West,California,Yucaipa,92399,02/04/2015,04/04/2015,-5390.738892,2,4698.21,90832
1777,Miriam Greenberg,Not Specified,0.03,19.99,11.17,Regular Air,Corporate,Furniture,Office Furnishings,Large Box,Telescoping Adjustable Floor Lamp,0.6,United States,Central,Indiana,Valparaiso,46383,02/04/2015,03/04/2015,-20.8764,12,251.61,89942
2014,Cathy Simon,Critical,0.06,6.48,7.49,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 220,0.37,United States,Central,Iowa,Council Bluffs,51503,04/04/2015,04/04/2015,-191.49,12,74.93,88368
911,Marsha P Joyner,High,0.01,59.76,9.71,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",0.57,United States,East,West Virginia,Wheeling,26003,04/04/2015,06/04/2015,354.3288,8,513.52,90186
2685,Kathryn Wolfe,High,0,7.38,11.51,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC Plastic Binding Combs,0.36,United States,East,New York,Plainview,11803,04/04/2015,05/04/2015,-66.171,2,17.64,89147
321,Arthur Lowe Nash,Low,0.04,8.33,1.99,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,United States,East,Maryland,Potomac,20854,04/04/2015,09/04/2015,9.9268,11,89.76,91057
975,Francis Evans,Low,0.1,2.22,5,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,0.55,United States,East,Massachusetts,Boston,2108,04/04/2015,09/04/2015,-21.3192,3,8.8,87260
1918,Hannah Tyson,Low,0.1,10.44,5.75,Express Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack",0.39,United States,South,Arkansas,Paragould,72450,04/04/2015,11/04/2015,125.724,17,168.04,85898
2548,Wayne Bass,Low,0,35.99,0.99,Regular Air,Small Business,Technology,Telephones and Communication,Small Pack,Accessory31,0.35,United States,West,California,Los Angeles,90068,04/04/2015,11/04/2015,840.051,46,1477.57,46436
2551,Joan Bowers,Low,0,35.99,0.99,Regular Air,Small Business,Technology,Telephones and Communication,Small Pack,Accessory31,0.35,United States,East,Pennsylvania,York,17403,04/04/2015,11/04/2015,265.9605,12,385.45,88656
114,Ron Newton,Medium,0.01,4.91,0.5,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 493,0.36,United States,West,Oregon,Lake Oswego,97035,04/04/2015,06/04/2015,40.2477,12,58.33,89584
114,Ron Newton,Medium,0.09,4,1.3,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,EcoTones® Memo Sheets,0.37,United States,West,Oregon,Lake Oswego,97035,04/04/2015,06/04/2015,14.0898,5,20.42,89584
117,Linda Weiss,Medium,0.01,4.91,0.5,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 493,0.36,United States,West,Washington,Seattle,98103,04/04/2015,06/04/2015,112.06,47,228.46,13959
117,Linda Weiss,Medium,0.09,4,1.3,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,EcoTones® Memo Sheets,0.37,United States,West,Washington,Seattle,98103,04/04/2015,06/04/2015,16.79,19,77.61,13959
1590,Lucille Buchanan,Medium,0.03,19.04,6.38,Express Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon Expressions™ Desk Accessory, Wood Photo Frame, Mahogany",0.56,United States,East,Ohio,Willoughby,44094,04/04/2015,04/04/2015,83.7936,7,144.03,86668
1593,Ronald O'Neill,Medium,0.02,5.53,6.98,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Durable Poly Binders,0.39,United States,Central,Oklahoma,Bartlesville,74006,04/04/2015,06/04/2015,-77.82372,8,48.81,86668
2441,Kenneth Capps,Medium,0.02,63.94,14.48,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"Howard Miller 16"" Diameter Gallery Wall Clock",0.46,United States,South,Florida,Melbourne,32935,04/04/2015,04/04/2015,-100.17,11,709.7,89300
2442,Natalie Aldridge,Medium,0.01,5.02,5.14,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.79,United States,South,Florida,Merritt Island,32953,04/04/2015,06/04/2015,-3.948,5,27.42,89300
3400,Florence Gold,Medium,0.1,9.38,4.93,Express Air,Small Business,Furniture,Office Furnishings,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",0.57,United States,East,West Virginia,Fairmont,26554,04/04/2015,04/04/2015,-24.7104,15,135.78,87537
1733,Nina Horne Kelly,Not Specified,0.02,60.98,49,Regular Air,Small Business,Office Supplies,Appliances,Large Box,Euro Pro Shark Stick Mini Vacuum,0.59,United States,East,District of Columbia,Washington,20012,04/04/2015,06/04/2015,-662.52,34,2119.54,3841
1733,Nina Horne Kelly,Not Specified,0.02,1270.99,19.99,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,0.35,United States,East,District of Columbia,Washington,20012,04/04/2015,06/04/2015,9228.2256,36,45737.33,3841
1734,Christopher Meadows,Not Specified,0.02,60.98,49,Regular Air,Small Business,Office Supplies,Appliances,Large Box,Euro Pro Shark Stick Mini Vacuum,0.59,United States,East,New York,Harrison,10528,04/04/2015,06/04/2015,-596.268,9,561.06,88443
1734,Christopher Meadows,Not Specified,0.02,1270.99,19.99,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,0.35,United States,East,New York,Harrison,10528,04/04/2015,06/04/2015,7889.6877,9,11434.33,88443
1734,Christopher Meadows,Not Specified,0.05,205.99,8.99,Express Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 8000,0.6,United States,East,New York,Harrison,10528,04/04/2015,06/04/2015,1545.80976,19,3229.24,88443
2603,Penny Leach,Critical,0.07,200.99,4.2,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,0.59,United States,East,New Jersey,Hackensack,7601,05/04/2015,06/04/2015,2225.07612,22,3705.14,87383
2604,Gina Curry,Critical,0.01,297.48,18.06,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Panasonic KX-P3200 Dot Matrix Printer,0.6,United States,East,New Jersey,Iselin,8830,05/04/2015,06/04/2015,-338.180832,3,945.36,87383
635,Juan Justice,High,0.01,2.08,5.33,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,Eldon® Wave Desk Accessories,0.43,United States,Central,Minnesota,Saint Paul,55106,05/04/2015,05/04/2015,-103.7124,12,28.32,89284
635,Juan Justice,High,0.03,370.98,99,Delivery Truck,Corporate,Office Supplies,Storage & Organization,Jumbo Drum,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",0.65,United States,Central,Minnesota,Saint Paul,55106,05/04/2015,06/04/2015,-124.2864,6,2309.49,89284
1246,Lois Hansen,High,0.1,22.38,15.1,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",0.38,United States,East,New York,New York City,10009,05/04/2015,06/04/2015,-107.5135,26,564.98,36452
1246,Lois Hansen,High,0.04,6.98,2.83,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,G.E. Halogen Desk Lamp Bulbs,0.37,United States,East,New York,New York City,10009,05/04/2015,07/04/2015,46.01,18,129.48,36452
1247,Henry O'Connell,High,0.1,22.38,15.1,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",0.38,United States,Central,Texas,Leander,78641,05/04/2015,06/04/2015,-107.5135,7,152.11,91555
1247,Henry O'Connell,High,0.04,6.98,2.83,Regular Air,Home Office,Furniture,Office Furnishings,Small Pack,G.E. Halogen Desk Lamp Bulbs,0.37,United States,Central,Texas,Leander,78641,05/04/2015,07/04/2015,24.8193,5,35.97,91555
1459,Steve Raynor,High,0.05,85.99,0.99,Regular Air,Consumer,Technology,Telephones and Communication,Wrap Bag,Accessory34,0.55,United States,South,South Carolina,Taylors,29687,05/04/2015,07/04/2015,36.216,4,291.64,86734
1891,Gretchen Levine,Not Specified,0.03,320.64,29.2,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",0.66,United States,East,Ohio,Lima,45801,05/04/2015,07/04/2015,429.754356,7,2233.46,90630
2960,Allan Dickinson,Not Specified,0.1,36.55,13.89,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",0.41,United States,South,Arkansas,Van Buren,72956,05/04/2015,07/04/2015,-89.572,11,379.72,90646
925,Ruth Dudley,Critical,0.03,2.18,1.38,Regular Air,Small Business,Office Supplies,Rubber Bands,Wrap Bag,Advantus Push Pins,0.44,United States,East,Maine,Augusta,4330,06/04/2015,06/04/2015,-7.04,7,15.73,87134
929,Calvin Conway,Critical,0.01,170.98,35.89,Delivery Truck,Small Business,Furniture,Bookcases,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",0.66,United States,East,New Jersey,Old Bridge,8857,06/04/2015,08/04/2015,538.52,10,1719.07,87134
1113,Julia Reynolds,Critical,0.01,2.89,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 498,0.38,United States,West,Colorado,Arvada,80004,06/04/2015,07/04/2015,29.7252,14,43.08,90833
1113,Julia Reynolds,Critical,0,55.99,5,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory6,0.8,United States,West,Colorado,Arvada,80004,06/04/2015,08/04/2015,-187.11,5,258.93,90833
2481,Kelly Sawyer,Critical,0.07,5.18,5.74,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,0.36,United States,South,Louisiana,Lafayette,70506,06/04/2015,08/04/2015,-188.034,14,79.61,91000
1618,June Roberts,High,0.09,12.88,4.59,Regular Air,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Wrap Bag,Martin-Yale Premier Letter Opener,0.82,United States,Central,Indiana,Highland,46322,06/04/2015,06/04/2015,-175.13,13,158.13,90248
1620,Gerald Petty,High,0.02,45.99,4.99,Express Air,Consumer,Technology,Telephones and Communication,Small Box,600 Series Non-Flip,0.57,United States,East,Pennsylvania,Lancaster,17602,06/04/2015,07/04/2015,3.96,4,163.01,90248
3279,Ricky Allred,High,0.06,89.83,35,Regular Air,Home Office,Office Supplies,Storage & Organization,Large Box,Fellowes Officeware™ Wire Shelving,0.83,United States,South,South Carolina,Columbia,29203,06/04/2015,08/04/2015,31.11,4,366.26,90766
3279,Ricky Allred,High,0.1,13.43,5.5,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Fellowes Personal Hanging Folder Files, Navy",0.57,United States,South,South Carolina,Columbia,29203,06/04/2015,08/04/2015,358.2954,12,157.99,90766
3279,Ricky Allred,High,0.01,125.99,7.69,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,Timeport L7089,0.58,United States,South,South Carolina,Columbia,29203,06/04/2015,06/04/2015,8.322,11,1212.88,90766
2240,Maurice Kelly,Low,0.01,13.43,5.5,Express Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Fellowes Personal Hanging Folder Files, Navy",0.57,United States,South,Florida,Lakeland,33801,06/04/2015,13/04/2015,-313.0218,7,99.75,89102
2334,Stephanie Hawkins,Low,0.06,60.65,12.23,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",0.64,United States,Central,Wisconsin,Greenfield,53220,06/04/2015,08/04/2015,427.0065,10,618.85,89608
2874,Marian Willis,Low,0.05,4.84,0.71,Regular Air,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,*Staples* Highlighting Markers,0.52,United States,Central,Nebraska,La Vista,68128,06/04/2015,15/04/2015,13.4481,4,19.49,89873
102,Caroline Johnston,Medium,0.04,300.98,54.92,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",0.55,United States,East,Massachusetts,Boston,2129,06/04/2015,07/04/2015,2023.75,31,9459.94,42599
107,Lois Hamilton,Medium,0.04,300.98,54.92,Delivery Truck,Consumer,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",0.55,United States,East,New Hampshire,Dover,3820,06/04/2015,07/04/2015,1684.4763,8,2441.27,88204
786,Jason Bray,Medium,0,8.34,4.82,Regular Air,Home Office,Office Supplies,Paper,Small Box,Southworth 25% Cotton Antique Laid Paper & Envelopes,0.4,United States,West,California,Mission Viejo,92691,06/04/2015,07/04/2015,-5.05,9,76.23,91513
1730,Kerry Wilkerson,High,0.1,65.99,3.99,Express Air,Small Business,Technology,Telephones and Communication,Small Box,StarTAC 7760,0.59,United States,West,Idaho,Moscow,83843,07/04/2015,09/04/2015,-88.6248,5,272.86,90653
1957,Ted Crowder,High,0.09,77.51,4,Regular Air,Consumer,Technology,Computer Peripherals,Small Box,Micro Innovations Media Access Pro Keyboard,0.76,United States,Central,Missouri,University City,63130,07/04/2015,09/04/2015,-387.1044,1,77.47,89818
268,James Beck,Low,0.02,5.58,5.3,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,0.35,United States,West,Arizona,Flagstaff,86001,07/04/2015,12/04/2015,-22.48,3,18.67,88941
268,James Beck,Low,0.03,40.89,18.98,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,0.57,United States,West,Arizona,Flagstaff,86001,07/04/2015,14/04/2015,78.98,5,210.77,88941
272,Eleanor Swain,Low,0.02,5.58,5.3,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,0.35,United States,South,North Carolina,Charlotte,28204,07/04/2015,12/04/2015,-29.8984,11,68.46,5509
272,Eleanor Swain,Low,0.03,40.89,18.98,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,0.57,United States,South,North Carolina,Charlotte,28204,07/04/2015,14/04/2015,52.9166,21,885.23,5509
696,Johnny Reid,Low,0.1,40.48,19.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Keytronic Designer 104- Key Black Keyboard,0.77,United States,Central,Indiana,Crown Point,46307,07/04/2015,09/04/2015,-580.32,9,355.84,89848
698,Nelson Hensley,Low,0.1,40.48,19.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Box,Keytronic Designer 104- Key Black Keyboard,0.77,United States,West,Washington,Seattle,98105,07/04/2015,09/04/2015,-580.32,36,1423.35,8994
683,Seth Merrill,Medium,0.06,17.67,8.99,Express Air,Small Business,Furniture,Office Furnishings,Small Pack,"Executive Impressions 12"" Wall Clock",0.47,United States,Central,Nebraska,Papillion,68046,07/04/2015,08/04/2015,38.06,4,69.96,87765
1410,Charles Ward,Medium,0,65.99,5.26,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,g520,0.59,United States,West,California,Moreno Valley,92553,07/04/2015,08/04/2015,369.9987,9,536.23,87086
1413,Pamela Wiley,Medium,0,65.99,5.26,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,g520,0.59,United States,East,Massachusetts,Boston,2113,07/04/2015,08/04/2015,542.25,36,2144.92,10277
2196,Gene Heath Cross,Medium,0.03,27.48,4,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,0.75,United States,East,New York,Jamestown,14701,07/04/2015,08/04/2015,-88.8408,11,294.97,89175
2196,Gene Heath Cross,Medium,0.1,179.99,19.99,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Motorola SB4200 Cable Modem,0.48,United States,East,New York,Jamestown,14701,07/04/2015,08/04/2015,1208.9904,14,2458.05,89175
2196,Gene Heath Cross,Medium,0.1,140.85,19.99,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",0.73,United States,East,New York,Jamestown,14701,07/04/2015,09/04/2015,9.9912,19,2465.75,89175
2073,Evan Kelley,Not Specified,0.05,291.73,48.8,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,0.56,United States,Central,Michigan,Garden City,48135,07/04/2015,09/04/2015,550.3808,6,1818.41,88557
2539,Max Hubbard,Not Specified,0.08,12.53,0.5,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 485,0.38,United States,South,Florida,Winter Park,32789,07/04/2015,08/04/2015,215.718,5,61.1,91017
2540,Helen Ferguson,Not Specified,0.02,178.47,19.99,Regular Air,Home Office,Office Supplies,Storage & Organization,Small Box,"Hot File® 7-Pocket, Floor Stand",0.55,United States,South,Florida,Winter Springs,32708,07/04/2015,08/04/2015,106.9848,1,193.81,91017
15,Timothy Reese,Critical,0,4.42,4.99,Regular Air,Small Business,Office Supplies,Envelopes,Small Box,Grip Seal Envelopes,0.38,United States,East,New York,Smithtown,11787,08/04/2015,09/04/2015,-59.82,7,33.47,86837
1935,Diana Coble Hubbard,Critical,0.01,42.98,4.62,Express Air,Corporate,Office Supplies,Appliances,Small Box,Belkin F9M820V08 8 Outlet Surge,0.56,United States,Central,Texas,Grand Prairie,75051,08/04/2015,10/04/2015,285.4737,9,413.73,86686
2655,Benjamin Lam,Critical,0.07,2.94,0.81,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Prang Colored Pencils,0.4,United States,South,Georgia,Atlanta,30318,08/04/2015,09/04/2015,-93.9274,10,29.88,86064
3098,Lorraine Boykin,Critical,0.05,35.44,5.09,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1932,0.38,United States,East,New York,Shirley,11967,08/04/2015,09/04/2015,240.1752,10,348.08,89314
1614,Wayne Lutz,Low,0.06,40.97,1.99,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"TDK 4.7GB DVD-R Spindle, 15/Pack",0.42,United States,East,Massachusetts,Hopkinton,1748,08/04/2015,12/04/2015,341.1981,12,494.49,87823
1018,Meredith Humphrey,Medium,0.05,35.89,14.72,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,0.4,United States,South,North Carolina,Cary,27511,08/04/2015,09/04/2015,22.866,19,680.39,88391
1018,Meredith Humphrey,Medium,0,11.48,5.43,Regular Air,Home Office,Office Supplies,Paper,Small Box,Personal Creations™ Ink Jet Cards and Labels,0.36,United States,South,North Carolina,Cary,27511,08/04/2015,08/04/2015,115.728,6,75.52,88391
2561,Laurie Moon,Not Specified,0.07,3.98,5.26,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Presentation Index for Binding Systems,0.38,United States,East,New York,Ossining,10562,08/04/2015,10/04/2015,-59.96376,7,29.77,86466
2561,Laurie Moon,Not Specified,0.07,12.22,2.85,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,Aluminum Document Frame,0.55,United States,East,New York,Ossining,10562,08/04/2015,08/04/2015,89.4148,12,147.19,86466
2563,Karen Warren,Not Specified,0.08,4.55,1.49,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Presstex Flexible Ring Binders,0.35,United States,Central,Minnesota,Fridley,55432,08/04/2015,09/04/2015,27.0273,9,39.17,91447
2699,Marcia Greenberg,Not Specified,0.04,70.98,26.74,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Hon Metal Bookcases, Black",0.6,United States,West,Arizona,Bullhead City,86442,08/04/2015,10/04/2015,-84.6288,19,1345.33,87679
123,Shawn Stern,Critical,0.06,8.57,6.14,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Office Executive Series Stainless Steel Trimmers,0.59,United States,South,Virginia,Tysons Corner,22102,09/04/2015,10/04/2015,105.678,11,94.97,90669
1186,Glenda Herbert,Critical,0.07,400.97,48.26,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,0.36,United States,West,California,Huntington Beach,92646,09/04/2015,10/04/2015,2581.5591,10,3741.39,85939
1233,Gary Hester,Critical,0.1,120.98,9.07,Express Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,GBC VeloBinder Electric Binding Machine,0.35,United States,Central,Texas,Flower Mound,75028,09/04/2015,11/04/2015,297.45716,5,568.24,89375
1233,Gary Hester,Critical,0.02,152.48,6.5,Express Air,Consumer,Technology,Computer Peripherals,Small Box,Adesso Programmable 142-Key Keyboard,0.74,United States,Central,Texas,Flower Mound,75028,09/04/2015,11/04/2015,-564.6024,1,162.91,89375
1178,Sandy Hunt,High,0.03,4.48,49,Regular Air,Consumer,Office Supplies,Appliances,Large Box,Hoover Portapower™ Portable Vacuum,0.6,United States,South,Florida,Altamonte Springs,32701,09/04/2015,11/04/2015,64.266,2,21.46,89787
1178,Sandy Hunt,High,0.06,350.99,39,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Global Leather Executive Chair,0.55,United States,South,Florida,Altamonte Springs,32701,09/04/2015,11/04/2015,-302.6156,10,3506.78,89787
1178,Sandy Hunt,High,0.09,40.98,6.5,Express Air,Consumer,Technology,Computer Peripherals,Small Box,Targus USB Numeric Keypad,0.74,United States,South,Florida,Altamonte Springs,32701,09/04/2015,11/04/2015,5.6916,7,267.69,89787
1250,Kara Patton,High,0,3.89,7.01,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binder Labels,0.37,United States,Central,Illinois,Carpentersville,60110,09/04/2015,09/04/2015,-255.1689,21,85.64,87877
1250,Kara Patton,High,0.09,120.98,30,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Hon Every-Day® Chair Series Swivel Task Chairs,0.64,United States,Central,Illinois,Carpentersville,60110,09/04/2015,11/04/2015,74.0048,22,2508.15,87877
1250,Kara Patton,High,0.1,30.98,5.76,Regular Air,Corporate,Office Supplies,Paper,Small Box,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",0.4,United States,Central,Illinois,Carpentersville,60110,09/04/2015,10/04/2015,109.4248,8,225.62,87877
2488,Gordon Walker,High,0.08,4.91,0.5,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 493,0.36,United States,South,Arkansas,Cabot,72023,09/04/2015,09/04/2015,12.726,9,42.69,86887
2488,Gordon Walker,High,0.02,28.15,6.17,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",0.55,United States,South,Arkansas,Cabot,72023,09/04/2015,10/04/2015,160.8066,11,327.41,86887
2491,Sean N Boyer,High,0.08,4.91,0.5,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 493,0.36,United States,West,California,Los Angeles,90045,09/04/2015,09/04/2015,31.752,36,170.75,14785
2491,Sean N Boyer,High,0.02,28.15,6.17,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Small Pack,"Boston Model 1800 Electric Pencil Sharpener, Gray",0.55,United States,West,California,Los Angeles,90045,09/04/2015,10/04/2015,117.208,45,1339.42,14785
115,Dwight M Carr,Low,0.07,2.12,1.99,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Fuji Slim Jewel Case CD-R,0.55,United States,West,Oregon,Mcminnville,97128,09/04/2015,11/04/2015,-55.84,12,26.07,89585
117,Linda Weiss,Low,0.07,2.12,1.99,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Fuji Slim Jewel Case CD-R,0.55,United States,West,Washington,Seattle,98103,09/04/2015,11/04/2015,-55.84,46,99.94,58914
2851,Annie Sherrill,Low,0.05,115.99,8.99,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,5185,0.58,United States,Central,Texas,Odessa,79762,09/04/2015,13/04/2015,719.3526,11,1042.54,86454
1271,Joanne Church,Medium,0.07,125.99,7.69,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,StarTAC 3000,0.59,United States,West,California,La Mesa,91941,09/04/2015,10/04/2015,588.2457,8,852.53,88410
